area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom,total_room,ready,price_per_sqft,price_per_total_room,total_spaces,price_per_total_spaces
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Vaw 1il,1090.0,2,2,57.0,2,4,Ready,0.05229357798165138,14.25,8,7.125
Super built-up  Area,Ready To Move,Byrasandra,ViisePa,1390.0,2,1,50.0,3,5,Ready,0.03597122302158273,10.0,8,6.25
Plot  Area,Ready To Move,Sampangi Rama Nagar,GrrvaGr,600.0,4,3,175.0,8,8,Ready,0.2916666666666667,21.875,15,11.666666666666666
Super built-up  Area,Ready To Move,Jakkur Plantation,Leora D,2750.0,5,2,275.0,3,5,Ready,0.1,55.0,12,22.916666666666668
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,1100.0,2,1,52.97,3,5,Not Ready,0.04815454545454546,10.594,8,6.62125
Built-up  Area,Ready To Move,Koramangala,HawerMa,1350.0,2,2,103.0,2,4,Ready,0.07629629629629629,25.75,8,12.875
Built-up  Area,Ready To Move,Prakash Nagar,GrrvaGr,800.0,2,2,55.0,2,4,Ready,0.06875,13.75,8,6.875
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1787.0,3,2,116.0,3,5,Ready,0.06491326245103525,23.2,10,11.6
Built-up  Area,Ready To Move,BTM Layout,GrrvaGr,2400.0,3,2,220.0,3,5,Ready,0.09166666666666666,44.0,10,22.0
Super built-up  Area,Ready To Move,Haralur Road,Oznzaes,3700.0,4,2,325.0,4,6,Ready,0.08783783783783784,54.166666666666664,12,27.083333333333332
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3,2,93.01,3,5,Ready,0.05500295683027794,18.602,10,9.301
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4,3,111.0,4,6,Not Ready,0.052383199622463426,18.5,13,8.538461538461538
Plot  Area,18-Mar,Chikka Tirupathi,Theanmp,2325.0,3,1,95.0,3,3,Not Ready,0.04086021505376344,31.666666666666668,7,13.571428571428571
Plot  Area,Ready To Move,Thyagaraja Nagar,GrrvaGr,570.0,5,0,80.0,5,5,Ready,0.14035087719298245,16.0,10,8.0
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1896.0,3,2,102.0,3,5,Ready,0.05379746835443038,20.4,10,10.2
Super built-up  Area,17-Oct,Banashankari Stage V,Naiewre,1540.0,3,2,48.51,3,5,Not Ready,0.0315,9.702,10,4.851
Super built-up  Area,Ready To Move,Cambridge Layout,GrrvaGr,1244.0,2,2,95.0,2,4,Ready,0.07636655948553055,23.75,8,11.875
Super built-up  Area,Ready To Move,Hormavu,Naandit,1365.0,2,2,65.0,3,5,Ready,0.047619047619047616,13.0,9,7.222222222222222
Super built-up  Area,18-May,Thanisandra,SaSkyBl,580.0,1,1,27.5,1,3,Not Ready,0.04741379310344827,9.166666666666666,5,5.5
Super built-up  Area,18-Dec,Hebbal,Magiaya,1355.0,3,2,83.87,3,5,Not Ready,0.06189667896678967,16.774,10,8.387
Plot  Area,Ready To Move,Bharat Nagar,GrrvaGr,1500.0,4,2,180.0,3,3,Ready,0.12,60.0,9,20.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,HMityld,1513.0,2,3,62.0,2,4,Ready,0.040978189028420355,15.5,9,6.888888888888889
Super built-up  Area,Ready To Move,Banashankari,GrrvaGr,1175.0,2,1,41.13,2,4,Ready,0.03500425531914894,10.2825,7,5.875714285714286
Super built-up  Area,17-Jan,Thanisandra,Soitya ,2087.0,4,2,139.0,3,5,Not Ready,0.06660277910876856,27.8,11,12.636363636363637
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2273.0,3,2,145.0,3,5,Not Ready,0.06379234491860977,29.0,10,14.5
Super built-up  Area,19-May,Thanisandra,G conTh,2050.0,3,2,150.0,3,5,Not Ready,0.07317073170731707,30.0,10,15.0
Built-up  Area,Ready To Move,Garebhavipalya,GrrvaGr,1200.0,2,1,75.0,2,2,Ready,0.0625,37.5,5,15.0
Super built-up  Area,Ready To Move,Whitefield,GrrvaGr,1190.0,2,3,59.0,2,4,Ready,0.04957983193277311,14.75,9,6.555555555555555
Super built-up  Area,Ready To Move,Kodigehalli,GrrvaGr,600.0,3,2,85.0,4,6,Ready,0.14166666666666666,14.166666666666666,11,7.7272727272727275
Super built-up  Area,18-Apr,Marathahalli,GrrvaGr,1019.0,2,2,49.86,2,4,Not Ready,0.048930323846908735,12.465,8,6.2325
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,3,2,133.0,3,5,Ready,0.0726775956284153,26.6,10,13.3
Plot  Area,Ready To Move,Channasandra,GrrvaGr,4278.0,7,1,299.0,7,7,Ready,0.06989247311827956,42.714285714285715,15,19.933333333333334
Super built-up  Area,Ready To Move,Sarjapur  Road,MamelKa,1028.0,2,1,56.0,2,4,Ready,0.054474708171206226,14.0,7,8.0
Built-up  Area,Ready To Move,Old Madras Road,Sastaat,1300.0,2,2,100.0,2,4,Ready,0.07692307692307693,25.0,8,12.5
Super built-up  Area,Ready To Move,Whitefield,Maoma P,1160.0,2,1,67.0,2,4,Ready,0.05775862068965517,16.75,7,9.571428571428571
Super built-up  Area,Ready To Move,Mahadevpura,GrrvaGr,1505.0,3,2,78.0,3,5,Ready,0.051827242524916946,15.6,10,7.8
Super built-up  Area,Ready To Move,Kogilu,GrrvaGr,1250.0,2,1,55.55,2,4,Ready,0.04444,13.8875,7,7.935714285714285
Plot  Area,Ready To Move,Ramchandrapuram,GrrvaGr,400.0,2,1,50.0,1,1,Ready,0.125,50.0,4,12.5
Super built-up  Area,Ready To Move,Sarjapur,GrrvaGr,1175.0,2,1,41.68,2,4,Ready,0.03547234042553191,10.42,7,5.954285714285715
Super built-up  Area,Ready To Move,Janatha Colony,Smrryny,1100.0,2,2,57.6,2,4,Ready,0.05236363636363636,14.4,8,7.2
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,PrBayGa,2159.0,3,2,120.0,3,5,Ready,0.0555812876331635,24.0,10,12.0
Super built-up  Area,18-May,Devanahalli,Jurdsig,1230.0,2,1,56.45,2,4,Not Ready,0.045894308943089435,14.1125,7,8.064285714285715
Plot  Area,Ready To Move,Gkvk Layout,GrrvaGr,1200.0,4,2,180.0,3,3,Ready,0.15,60.0,9,20.0
Built-up  Area,Ready To Move,Channasandra Layout,GrrvaGr,3100.0,6,1,165.0,5,5,Ready,0.0532258064516129,33.0,12,13.75
Super built-up  Area,18-Jun,Old Madras Road,Brica E,5020.0,7,0,287.0,5,7,Not Ready,0.05717131474103586,41.0,14,20.5
Built-up  Area,Ready To Move,Hegganahalli,GrrvaGr,1200.0,1,0,48.0,1,1,Ready,0.04,48.0,2,24.0
Super built-up  Area,Ready To Move,Dodsworth Layout,Chisei ,1340.0,2,1,71.0,2,4,Ready,0.05298507462686567,17.75,7,10.142857142857142
Super built-up  Area,Ready To Move,Banashankari,Vimesar,1750.0,2,2,89.0,3,5,Ready,0.05085714285714286,17.8,9,9.88888888888889
Super built-up  Area,Ready To Move,Banashankari Stage II,GrrvaGr,1400.0,2,1,100.0,2,4,Ready,0.07142857142857142,25.0,7,14.285714285714286
Built-up  Area,Ready To Move,Nagarbhavi,GrrvaGr,1350.0,3,0,60.0,3,5,Ready,0.044444444444444446,12.0,8,7.5
Super built-up  Area,Ready To Move,RMV Extension,Reion M,1675.0,3,3,62.0,3,5,Ready,0.037014925373134326,12.4,11,5.636363636363637
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1340.0,2,1,66.33,2,4,Not Ready,0.049499999999999995,16.5825,7,9.475714285714286
Built-up  Area,Ready To Move,Malleshwaram,GrrvaGr,600.0,1,0,68.0,2,2,Ready,0.11333333333333333,34.0,3,22.666666666666668
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1276.0,2,2,76.0,2,4,Ready,0.05956112852664577,19.0,8,9.5
Super built-up  Area,Ready To Move,Ramagondanahalli,Srdor S,1738.0,2,3,76.0,3,5,Ready,0.04372842347525892,15.2,10,7.6
Super built-up  Area,Ready To Move,"Hoodi Circle, ",GrrvaGr,1190.0,2,2,59.9,2,4,Ready,0.05033613445378151,14.975,8,7.4875
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2,1,65.45,2,4,Not Ready,0.058023049645390075,16.3625,7,9.35
Super built-up  Area,Ready To Move,Veersandra,Shnto F,1250.0,2,1,55.0,2,4,Ready,0.044,13.75,7,7.857142857142857
Built-up  Area,Ready To Move,ITI Layout,Soarkge,1450.0,2,2,90.0,2,4,Ready,0.06206896551724138,22.5,8,11.25
Super built-up  Area,Ready To Move,Kudlu,MRvar S,1084.0,2,1,53.0,2,4,Ready,0.048892988929889296,13.25,7,7.571428571428571
Built-up  Area,Ready To Move,Kaggadasapura,GrrvaGr,2150.0,4,2,90.0,4,6,Ready,0.04186046511627907,15.0,12,7.5
Built-up  Area,Ready To Move,Koramangala,GrrvaGr,6000.0,4,0,625.0,4,4,Ready,0.10416666666666667,156.25,8,78.125
Plot  Area,Ready To Move,Nagarbhavi,GrrvaGr,600.0,3,0,77.0,4,4,Ready,0.12833333333333333,19.25,7,11.0
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1250.0,2,2,65.0,2,4,Ready,0.052,16.25,8,8.125
Plot  Area,Ready To Move,Seegehalli,GrrvaGr,2400.0,4,1,240.0,3,3,Ready,0.1,80.0,8,30.0
Super built-up  Area,Ready To Move,Begur,Spews L,1304.0,3,0,65.0,3,5,Ready,0.04984662576687116,13.0,8,8.125
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3,2,268.0,3,5,Ready,0.16341463414634147,53.6,10,26.8
Built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,980.0,2,1,77.44,2,4,Ready,0.0790204081632653,19.36,7,11.062857142857142
Super built-up  Area,Ready To Move,Ramanashree Enclave,Sumesa ,1275.0,2,2,49.5,2,4,Ready,0.03882352941176471,12.375,8,6.1875
Plot  Area,Ready To Move,"Yelahanka,MVIT college",GrrvaGr,10030.0,1,1,150.0,1,1,Ready,0.014955134596211365,150.0,3,50.0
Plot  Area,Ready To Move,Banjara Layout,GrrvaGr,2500.0,4,0,140.0,3,3,Ready,0.056,46.666666666666664,7,20.0
Built-up  Area,Ready To Move,Bidadi,GrrvaGr,3600.0,4,0,225.0,4,4,Ready,0.0625,56.25,8,28.125
Plot  Area,Ready To Move,Anekal,SRbiaxu,2400.0,4,0,95.0,3,3,Ready,0.03958333333333333,31.666666666666668,7,13.571428571428571
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,Prlis A,2300.0,3,2,280.0,3,5,Ready,0.12173913043478261,56.0,10,28.0
Super built-up  Area,18-May,Kanakpura Road,Wiowsri,1450.0,2,2,70.18,3,5,Not Ready,0.048400000000000006,14.036000000000001,9,7.797777777777778
Super built-up  Area,Ready To Move,Electronic City,MVnexde,890.0,2,1,40.0,2,4,Ready,0.0449438202247191,10.0,7,5.714285714285714
Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1340.0,2,3,85.0,2,4,Ready,0.06343283582089553,21.25,9,9.444444444444445
Super built-up  Area,Ready To Move,Vidyaranyapura,GrrvaGr,1100.0,2,1,75.0,3,5,Ready,0.06818181818181818,15.0,8,9.375
Super built-up  Area,Ready To Move,Kengeri,VBvenal,750.0,2,1,40.0,2,4,Ready,0.05333333333333334,10.0,7,5.714285714285714
Plot  Area,Ready To Move,Basaveshwara Nagar,GrrvaGr,700.0,4,2,125.0,4,4,Ready,0.17857142857142858,31.25,10,12.5
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1300.0,2,2,66.0,2,4,Ready,0.05076923076923077,16.5,8,8.25
Super built-up  Area,21-Dec,HRBR Layout,GrrvaGr,1301.0,2,1,120.0,2,4,Not Ready,0.09223674096848578,30.0,7,17.142857142857142
Built-up  Area,Ready To Move,Gnana Bharathi,GrrvaGr,3200.0,8,1,130.0,9,9,Ready,0.040625,14.444444444444445,18,7.222222222222222
Plot  Area,Ready To Move,Pillahalli,GrrvaGr,1900.0,2,1,92.0,3,3,Ready,0.04842105263157895,30.666666666666668,6,15.333333333333334
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1299.0,2,1,105.0,2,4,Not Ready,0.08083140877598152,26.25,7,15.0
Super built-up  Area,18-May,Anugrah Layout,GrrvaGr,1250.0,3,3,40.0,3,5,Not Ready,0.032,8.0,11,3.6363636363636362
Plot  Area,Ready To Move,Whitefield,Ieuseut,1600.0,4,2,300.0,4,4,Ready,0.1875,75.0,10,30.0
Super built-up  Area,Ready To Move,Kalkere,Sothin ,925.0,2,1,55.0,2,4,Ready,0.05945945945945946,13.75,7,7.857142857142857
Plot  Area,Ready To Move,Meenakunte,Sreat R,3900.0,3,3,250.0,3,3,Ready,0.0641025641025641,83.33333333333333,9,27.77777777777778
Super built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1107.0,2,1,45.0,2,4,Ready,0.04065040650406504,11.25,7,6.428571428571429
Plot  Area,Ready To Move,Ramesh Nagar,GrrvaGr,1400.0,2,2,160.0,2,2,Ready,0.11428571428571428,80.0,6,26.666666666666668
Super built-up  Area,Ready To Move,Electronics City Phase 1,GrrvaGr,1300.0,2,1,67.0,2,4,Ready,0.05153846153846154,16.75,7,9.571428571428571
Built-up  Area,Ready To Move,Yeshwanthpur,GrrvaGr,570.0,2,1,62.0,2,4,Ready,0.10877192982456141,15.5,7,8.857142857142858
Super built-up  Area,Ready To Move,Hiremath Layout,MadorSp,1715.0,3,2,95.0,3,5,Ready,0.05539358600583091,19.0,10,9.5
Built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1200.0,2,1,55.0,2,4,Ready,0.04583333333333333,13.75,7,7.857142857142857
Plot  Area,Ready To Move,9th Block Jayanagar,GrrvaGr,1200.0,5,1,280.0,6,6,Ready,0.23333333333333334,46.666666666666664,12,23.333333333333332
Super built-up  Area,Ready To Move,Ashok Nagar,GrrvaGr,703.0,2,1,60.0,2,4,Ready,0.08534850640113797,15.0,7,8.571428571428571
Super built-up  Area,18-Sep,Talaghattapura,GrrvaGr,921.0,2,2,29.47,2,4,Not Ready,0.031997828447339845,7.3675,8,3.68375
Super built-up  Area,Ready To Move,Marathahalli,Saavean,1144.0,2,2,65.0,2,4,Ready,0.056818181818181816,16.25,8,8.125
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,525.0,1,1,26.01,1,3,Not Ready,0.049542857142857145,8.67,5,5.202
Super built-up  Area,Ready To Move,Suddaguntepalya,Asnex A,1400.0,2,2,56.0,3,5,Ready,0.04,11.2,9,6.222222222222222
Super built-up  Area,18-Jun,Balagere,Soresea,661.0,1,1,33.0,1,3,Not Ready,0.049924357034795766,11.0,5,6.6
Plot  Area,Ready To Move,Upkar Layout,GrrvaGr,1200.0,6,2,160.0,6,6,Ready,0.13333333333333333,26.666666666666668,14,11.428571428571429
Built-up  Area,Ready To Move,Kengeri Satellite Town,GrrvaGr,1200.0,5,2,70.0,5,7,Ready,0.058333333333333334,10.0,14,5.0
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3,1,91.0,3,5,Ready,0.05337243401759531,18.2,9,10.11111111111111
Plot  Area,Ready To Move,Anjana Nagar,GrrvaGr,1035.0,5,1,170.0,5,5,Ready,0.1642512077294686,34.0,11,15.454545454545455
Super built-up  Area,Ready To Move,Kadugodi,SRldsnt,1430.0,2,0,55.0,3,5,Ready,0.038461538461538464,11.0,7,7.857142857142857
Super built-up  Area,Ready To Move,Marathahalli,Srconor,1240.0,2,2,55.0,2,4,Ready,0.04435483870967742,13.75,8,6.875
Super built-up  Area,Ready To Move,Garudachar Palya,GrrvaGr,1325.0,2,2,60.8,3,5,Ready,0.045886792452830186,12.16,9,6.7555555555555555
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1230.0,2,2,44.0,2,4,Ready,0.03577235772357724,11.0,8,5.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,GrrvaGr,1000.0,2,3,28.0,2,4,Ready,0.028,7.0,9,3.111111111111111
Plot  Area,Ready To Move,Gollarahatti,GrrvaGr,740.0,2,1,24.5,4,4,Ready,0.03310810810810811,6.125,7,3.5
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1330.0,2,2,46.45,3,5,Ready,0.03492481203007519,9.290000000000001,9,5.161111111111111
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,3005.0,5,1,275.0,4,6,Ready,0.09151414309484193,45.833333333333336,12,22.916666666666668
Super built-up  Area,Ready To Move,Shivaji Nagar,FBazaah,1300.0,3,2,170.0,3,5,Ready,0.13076923076923078,34.0,10,17.0
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2,2,46.0,2,4,Ready,0.03700724054706356,11.5,8,5.75
Built-up  Area,Ready To Move,Kengeri Satellite Town,GrrvaGr,936.0,2,1,60.84,4,4,Ready,0.065,15.21,7,8.691428571428572
Super built-up  Area,18-Apr,Banashankari Stage III,GrrvaGr,1500.0,2,2,100.0,3,5,Not Ready,0.06666666666666667,20.0,9,11.11111111111111
Plot  Area,Ready To Move,Kodigehalli,GrrvaGr,1200.0,4,1,156.0,3,3,Ready,0.13,52.0,8,19.5
Built-up  Area,Ready To Move,Cox Town,GrrvaGr,1073.0,2,2,72.0,2,4,Ready,0.06710158434296365,18.0,8,9.0
Built-up  Area,Ready To Move,Kudlu,GKityde,1300.0,2,2,56.0,2,4,Ready,0.043076923076923075,14.0,8,7.0
Plot  Area,18-May,Sarjapur,Prldsum,4201.0,4,3,435.0,4,4,Not Ready,0.10354677457748156,108.75,11,39.54545454545455
Built-up  Area,18-Dec,Electronic City,GrrvaGr,1065.0,2,1,30.75,2,4,Not Ready,0.028873239436619718,7.6875,7,4.392857142857143
Super built-up  Area,18-Apr,Whitefield,Prtates,1216.0,2,1,66.88,2,4,Not Ready,0.05499999999999999,16.72,7,9.554285714285713
Built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3,2,59.0,3,5,Ready,0.04712460063897764,11.8,10,5.9
Super built-up  Area,19-Aug,Hormavu,GrrvaGr,1196.0,2,1,44.8,2,4,Not Ready,0.03745819397993311,11.2,7,6.3999999999999995
Built-up  Area,Ready To Move,Kudlu,Srrnasa,1027.0,2,2,44.0,2,4,Ready,0.042843232716650435,11.0,8,5.5
Plot  Area,Ready To Move,Padmanabhanagar,GrrvaGr,610.0,2,1,75.0,3,3,Ready,0.12295081967213115,25.0,6,12.5
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,GrrvaGr,1270.0,2,2,57.15,3,5,Ready,0.045,11.43,9,6.35
Super built-up  Area,16-Nov,Mico Layout,Prs 2hi,1171.0,2,2,39.0,2,4,Not Ready,0.033304867634500426,9.75,8,4.875
Super built-up  Area,Ready To Move,Kothannur,GrrvaGr,1215.0,2,3,48.6,3,5,Ready,0.04,9.72,10,4.86
Plot  Area,Ready To Move,Venkateswara Nagar,GrrvaGr,600.0,1,0,20.0,1,1,Ready,0.03333333333333333,20.0,2,10.0
Super built-up  Area,19-Dec,Whitefield,Oreldhi,1180.0,2,1,77.0,2,4,Not Ready,0.06525423728813559,19.25,7,11.0
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1160.0,2,1,33.51,2,4,Not Ready,0.028887931034482756,8.3775,7,4.7871428571428565
Plot  Area,Ready To Move,Chikkagubbi,LGrldti,4382.0,4,3,400.0,4,4,Ready,0.09128251939753537,100.0,11,36.36363636363637
Super built-up  Area,20-Sep,Whitefield,Goted U,2140.0,3,2,139.0,3,5,Not Ready,0.06495327102803738,27.8,10,13.9
Super built-up  Area,Ready To Move,Yeshwanthpur,GoandAc,1500.0,3,1,100.0,3,5,Ready,0.06666666666666667,20.0,9,11.11111111111111
Super built-up  Area,Ready To Move,Banaswadi,Naavehi,1008.0,2,2,52.0,2,4,Ready,0.051587301587301584,13.0,8,6.5
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1921.0,4,3,129.0,3,5,Ready,0.06715252472670484,25.8,12,10.75
Super built-up  Area,Ready To Move,Electronic City,Puncyya,1127.0,2,2,32.0,2,4,Ready,0.02839396628216504,8.0,8,4.0
Super built-up  Area,18-May,Rajaji Nagar,Pumesim,1621.0,3,1,124.0,3,5,Not Ready,0.07649599012954966,24.8,9,13.777777777777779
Plot  Area,Ready To Move,Poornapragna Housing Society Layout,GrrvaGr,2400.0,3,0,360.0,3,3,Ready,0.15,120.0,6,60.0
Super built-up  Area,Ready To Move,Banashankari 2 nd Stage,GrrvaGr,1030.0,2,2,77.25,3,5,Ready,0.075,15.45,9,8.583333333333334
Super built-up  Area,18-Aug,Whitefield,GrrvaGr,1314.0,2,1,84.0,2,4,Not Ready,0.0639269406392694,21.0,7,12.0
Super built-up  Area,Ready To Move,Choodasandra,GRhtiru,1220.0,3,1,56.0,3,5,Ready,0.04590163934426229,11.2,9,6.222222222222222
Plot  Area,18-Mar,Banashankari Stage VI,GrrvaGr,600.0,3,1,97.0,4,4,Not Ready,0.16166666666666665,24.25,8,12.125
Built-up  Area,Ready To Move,JP Nagar,Meowns ,1590.0,2,3,85.0,3,5,Ready,0.05345911949685535,17.0,10,8.5
Super built-up  Area,Ready To Move,Shivaji Nagar,GrrvaGr,703.0,2,1,49.5,2,4,Ready,0.07041251778093884,12.375,7,7.071428571428571
Super built-up  Area,18-Aug,Hosakerehalli,Maunt M,1795.0,3,2,64.62,3,5,Not Ready,0.036000000000000004,12.924000000000001,10,6.462000000000001
Built-up  Area,Ready To Move,Gottigere,GrrvaGr,3000.0,3,0,132.0,4,4,Ready,0.044,33.0,7,18.857142857142858
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,4395.0,4,2,242.0,4,6,Not Ready,0.05506257110352673,40.333333333333336,12,20.166666666666668
Super built-up  Area,Ready To Move,Electronic City,KBityo ,825.0,2,1,35.0,2,4,Ready,0.04242424242424243,8.75,7,5.0
Super built-up  Area,18-Dec,Yelahanka,Nileyap,4025.0,6,1,350.0,4,6,Not Ready,0.08695652173913043,58.333333333333336,13,26.923076923076923
Super built-up  Area,22-Jan,Vajarahalli,GrrvaGr,1254.0,2,1,70.0,3,5,Not Ready,0.05582137161084529,14.0,8,8.75
Built-up  Area,Ready To Move,Ramagondanahalli,GrrvaGr,2040.0,3,2,114.0,3,5,Ready,0.05588235294117647,22.8,10,11.4
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,2215.0,4,2,154.0,3,5,Ready,0.06952595936794582,30.8,11,14.0
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1478.0,2,2,125.0,2,4,Ready,0.08457374830852503,31.25,8,15.625
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2475.0,4,3,337.0,3,5,Ready,0.13616161616161615,67.4,12,28.083333333333332
Super built-up  Area,Ready To Move,Cambridge Layout,Bhacy L,1669.0,3,2,298.0,3,5,Ready,0.17855002995805871,59.6,10,29.8
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,Roarkan,1820.0,3,2,79.5,3,5,Ready,0.04368131868131868,15.9,10,7.95
Super built-up  Area,19-Dec,Horamavu Agara,Prhar G,1623.0,3,1,89.0,3,5,Not Ready,0.05483672211953173,17.8,9,9.88888888888889
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2,2,46.0,2,4,Ready,0.03700724054706356,11.5,8,5.75
Super built-up  Area,Ready To Move,Electronic City,Elodsre,1200.0,2,2,40.5,2,4,Ready,0.03375,10.125,8,5.0625
Super built-up  Area,Ready To Move,Gottigere,Sklls C,1613.0,3,3,72.0,3,5,Ready,0.044637321760694355,14.4,11,6.545454545454546
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,Almid P,1293.0,2,2,80.0,2,4,Ready,0.061871616395978345,20.0,8,10.0
Super built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2,2,28.5,2,4,Ready,0.02676056338028169,7.125,8,3.5625
Super built-up  Area,18-Apr,Kudlu Gate,SunetSo,940.0,2,1,69.57,2,4,Not Ready,0.07401063829787233,17.3925,7,9.938571428571427
Super built-up  Area,Ready To Move,Sarjapur  Road,Trurea ,1181.0,2,1,65.0,3,5,Ready,0.0550381033022862,13.0,8,8.125
Super built-up  Area,Ready To Move,Malleshwaram,Sariaat,2215.0,3,2,275.0,3,5,Ready,0.12415349887133183,55.0,10,27.5
Built-up  Area,Ready To Move,Marathahalli,RookaJh,1100.0,2,1,75.0,1,3,Ready,0.06818181818181818,25.0,6,12.5
Super built-up  Area,Ready To Move,MLA Layout,GrrvaGr,1050.0,2,1,36.0,2,4,Ready,0.03428571428571429,9.0,7,5.142857142857143
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,1260.0,2,1,75.0,3,5,Ready,0.05952380952380952,15.0,8,9.375
Super built-up  Area,Ready To Move,Banashankari Stage II,GrrvaGr,2800.0,3,2,425.0,5,7,Ready,0.15178571428571427,60.714285714285715,12,35.416666666666664
Super built-up  Area,Ready To Move,Dodda Banaswadi,GrrvaGr,1500.0,3,2,56.0,3,5,Ready,0.037333333333333336,11.2,10,5.6
Plot  Area,Ready To Move,KR Puram,Coronte,1200.0,6,3,132.0,6,6,Ready,0.11,22.0,15,8.8
Plot  Area,18-May,Esther Enclave Layout,GrrvaGr,1000.0,2,0,66.0,2,2,Not Ready,0.066,33.0,4,16.5
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1530.0,3,3,73.0,3,5,Ready,0.04771241830065359,14.6,11,6.636363636363637
Super built-up  Area,Ready To Move,HSR Layout,NRosete,1140.0,2,2,46.0,2,4,Ready,0.04035087719298246,11.5,8,5.75
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,AlEcone,1864.0,3,3,115.0,3,5,Ready,0.06169527896995708,23.0,11,10.454545454545455
Built-up  Area,Ready To Move,Sarjapur,Coa It ,1575.0,3,3,55.0,3,5,Ready,0.03492063492063492,11.0,11,5.0
Plot  Area,18-Dec,Attibele,AkArkti,1200.0,3,1,105.0,3,3,Not Ready,0.0875,35.0,7,15.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Deade A,945.0,2,1,45.0,2,4,Ready,0.047619047619047616,11.25,7,6.428571428571429
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3,2,100.0,3,5,Ready,0.05913660555884092,20.0,10,10.0
Plot  Area,Ready To Move,KR Garden,GrrvaGr,1200.0,2,3,135.0,2,2,Ready,0.1125,67.5,7,19.285714285714285
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1220.0,3,1,35.25,3,5,Not Ready,0.02889344262295082,7.05,9,3.9166666666666665
Built-up  Area,Ready To Move,Kengeri,KHnumla,600.0,1,1,35.0,1,3,Ready,0.058333333333333334,11.666666666666666,5,7.0
Super built-up  Area,18-Aug,Whitefield,SSdhimr,1160.0,2,2,39.0,2,4,Not Ready,0.03362068965517241,9.75,8,4.875
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,AlEcone,1950.0,2,1,89.5,3,5,Ready,0.0458974358974359,17.9,8,11.1875
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1650.0,3,1,85.0,3,5,Ready,0.051515151515151514,17.0,9,9.444444444444445
Built-up  Area,Ready To Move,Annapurneshwari Nagar,GrrvaGr,2400.0,4,1,150.0,4,4,Ready,0.0625,37.5,9,16.666666666666668
Super built-up  Area,Ready To Move,Abbigere,SLtias ,795.0,1,1,32.6,2,4,Ready,0.041006289308176104,8.15,6,5.433333333333334
Plot  Area,Ready To Move,Raghavendra Nagar,GrrvaGr,800.0,5,1,95.0,5,5,Ready,0.11875,19.0,11,8.636363636363637
